,Unnamed: 0,source,code,site,Address,la_id,Authority,site_type,os_grid_x,os_grid_y,latitude,longitude,OpeningDate,ClosingDate,end_year,start_year,geometry
327,328,kcl,TD8,Teddington Partisol 2,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2004-11-15 15:00:00,,2024,2004,POINT (515115.0000345482 170778.0000812654)
333,334,kcl,TX3,Teddington FDMSC 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2007-06-11,,2024,2007,POINT (515115.0000345482 170778.0000812654)
326,327,kcl,TD7,Teddington Partisol 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2004-11-15 15:00:00,,2024,2004,POINT (515115.0000345482 170778.0000812654)
257,258,kcl,XD1,Teddington Fidas 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2014-02-20,,2024,2014,POINT (515115.0000345482 170778.0000812654)
321,322,kcl,TD2,Teddington KFG 2,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2004-11-15 15:00:00,,2024,2004,POINT (515115.0000345482 170778.0000812654)
320,321,kcl,TD1,Teddington KFG 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2004-11-15 15:00:00,,2024,2004,POINT (515115.0000345482 170778.0000812654)
336,337,kcl,TX6,Teddington TEOM 2,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2007-06-11,,2024,2007,POINT (515115.0000345482 170778.0000812654)
322,323,kcl,TD3,Teddington TEOM 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2004-11-15 12:00:00,,2024,2004,POINT (515115.0000345482 170778.0000812654)
471,472,kcl,TD9,Teddington BAM,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2013-11-05,,2024,2013,POINT (515115.0000345482 170778.0000812654)
334,335,kcl,TX4,Teddington FDMSC 2,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2007-06-11,,2024,2007,POINT (515115.0000345482 170778.0000812654)
339,340,kcl,TX9,Teddington Grav PM25 1,"National Physical Laboratory, Teddington",500,ERG Research,Suburban,515115.0,170778.0,51.4243043441456,-0.345714576446947,2007-06-11 11:00:00,,2024,2007,POINT (515115.0000345482 170778.0000812654)
324,325,kcl,TD5,London Teddington Bushy Park ,"National Physical Laboratory, Teddington",27,Richmond,Suburban,515120.0,170884.0,51.4252560360937,-0.345608290872898,2004-11-15,,2024,2004,POINT (515120.0000345498 170884.00008129678)
451,452,kcl,LB6,Lambeth - Streatham Green,"Streatham Green, London",22,Lambeth,Urban Background,529971.0,171570.0,51.4282131429499,-0.13186863879576,2009-08-17 01:00:00,,2024,2009,POINT (529971.0000390068 171570.00008150295)
447,448,kcl,WAB,Wandsworth - Tooting High Street,"Tooting High Street, Wandsworth",32,Wandsworth,Roadside,527567.0,171628.0,51.429331,-0.166524,2015-06-11 01:00:00,,2024,2015,POINT (527567.0000382854 171628.00008152064)
277,278,kcl,KT6,Kingston Upon Thames - Kingston Vale,Kingston Vale,21,Kingston,Roadside,521251.0,172166.0,51.4355006647773,-0.257029893767993,2018-03-12,,2024,2018,POINT (521251.0000363898 172166.0000816809)
400,401,kcl,GN4,Greenwich - Fiveways Sidcup Rd A20,A20 Five Ways,11,Greenwich,Roadside,543582.0,172653.0,51.4346627060562,0.0642224671704697,2011-01-24,,2024,2011,POINT (543582.0000430918 172653.00008182786)
390,391,kcl,LW1,Lewisham - Catford,"Catford Town Hall, Catford",23,Lewisham,Urban Background,537675.0,173689.0,51.445468,-0.020266,1996-08-02 16:00:00,2021-11-03,2021,1996,POINT (537675.0000413189 173689.0000821394)
443,444,kcl,RHH,Richmond Upon Thames - Chertsey Road,Outside Richmond Upon Thames College near the junction of Egerton Road and Chertsey Road,503,Mobile sites,Roadside,515355.0,173992.0,51.4531422511004,-0.341218138106469,2016-05-24 01:00:00,2020-08-06 01:00:00,2020,2016,POINT (515355.0000346203 173992.00008223002)
131,132,kcl,RHG,Richmond Upon Thames - Chertsey Road,Outside Richmond Upon Thames College near the junction of Egerton Road and Chertsey Road,27,Richmond,Roadside,515355.0,173992.0,51.4531422511004,-0.341218138106469,2016-05-24 01:00:00,2020-08-06 01:00:00,2020,2016,POINT (515355.0000346203 173992.00008223002)
48,49,kcl,HP7,Honor Oak Park Digitel,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,,2024,2018,POINT (536473.0000409583 174128.00008227053)
58,59,kcl,HPY,Honor Oak Park Ammonia,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,,2024,2018,POINT (536473.0000409583 174128.00008227053)
65,66,kcl,HP2,Honor Oak Park SMPS,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.449695,-0.03742133,2018-11-27,2023-03-03,2023,2018,POINT (536473.0000409583 174128.00008227053)
66,67,kcl,HP6,Honor Oak Park URG,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,2020-08-26 01:00:00,2020,2018,POINT (536473.0000409583 174128.00008227053)
37,38,kcl,OP3,Honor Oak Park Aethalometer,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2008-10-01 01:00:00,2021-10-12 01:00:00,2021,2008,POINT (536473.0000409583 174128.00008227053)
67,68,kcl,HP9,Honor Oak Park EC/OC Partisol,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,2022-07-01 01:00:00,2022,2018,POINT (536473.0000409583 174128.00008227053)
105,106,kcl,HP4,Honor Oak Park CPC,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,,2024,2018,POINT (536473.0000409583 174128.00008227053)
106,107,kcl,HP1,Lewisham - Honor Oak Park,"King's College Sports Ground, Honor Oak Park",23,Lewisham,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2018-11-27,,2024,2018,POINT (536473.0000409583 174128.00008227053)
107,108,kcl,HP3,Honor Oak Park Aethalometer,"King's College Sports Ground, Honor Oak Park",651,DEFRA Particles,Urban Background,536473.0,174128.0,51.4496728960354,-0.0374153592115306,2008-10-01 01:00:00,,2024,2008,POINT (536473.0000409583 174128.00008227053)
345,346,kcl,IM1,Camden - Holborn (Bee Midtown),"Inmidtown Kiosk, Outside Holborn Station",6,Camden,Kerbside,530528.0,181505.0,51.5173675146177,-0.1201947113171,2014-02-06,2023-05-02 01:00:00,2023,2014,POINT (530528.000039174 181505.0000844847)
475,476,kcl,KF1,Kensington and Chelsea - North Ken FIDAS,"Sion Manning School, St. Charles' square, North Kensington",20,Kensington and Chelsea,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2017-02-20,,2024,2017,POINT (524045.00003722834 181752.00008455972)
352,353,kcl,XK1,North Kensington Composite site,,500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2012-01-01,,2024,2012,POINT (524045.00003722834 181752.00008455972)
272,273,kcl,XK3,North Kensington Aethalometer 7WL,,500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2012-01-01,,2024,2012,POINT (524045.00003722834 181752.00008455972)
117,118,kcl,NK8,North Kensington - CO High Sensitivity,"Sion Manning School, St. Charles' square",500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2011-04-12 01:00:00,,2024,2011,POINT (524045.00003722834 181752.00008455972)
387,388,kcl,KC1,Kensington and Chelsea - North Ken,"Sion Manning School, St. Charles' square, North Kensington",20,Kensington and Chelsea,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,1995-03-17,,2024,1995,POINT (524045.00003722834 181752.00008455972)
52,53,kcl,N7K,North Kensington Aethalometer 7wl,"Sion Manning School, St. Charles' square, North Kensington",650,DEFRA Black Smoke,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2019-11-07 09:00:00,,2024,2019,POINT (524045.00003722834 181752.00008455972)
448,449,kcl,XK2,North Kensington PIXE,"Sion Manning School, St. Charles' square",500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2014-04-18 01:00:00,,2024,2014,POINT (524045.00003722834 181752.00008455972)
213,214,kcl,KC6,Kens and Chelsea 6 - N Ken Par PM10,"Sion Manning School, St. Charles' square, North Kensington",500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2000-09-07 01:00:00,,2024,2000,POINT (524045.00003722834 181752.00008455972)
266,267,kcl,XK5,North Kensington APS,,500,ERG Research,Urban Background,524045.0,181752.0,51.5210467476039,-0.213492139585065,2012-01-01,,2024,2012,POINT (524045.00003722834 181752.00008455972)
232,233,kcl,CT4,City of London - Beech Street,Beech Street,7,City of London,Roadside,532191.0,181866.0,51.520225273171,-0.0961060474176381,2003-01-01,2023-07-03 01:00:00,2023,2003,POINT (532191.0000396732 181866.00008459302)
233,234,kcl,EI1,Ealing - Western Avenue,Ealing - Western Avenue Acton,9,Ealing,Roadside,520430.0,181950.0,51.5236078191481,-0.265502631799754,2010-03-19,,2024,2010,POINT (520430.00003614346 181950.00008461712)
115,116,kcl,BL0,Camden - Bloomsbury,"Russell Square Gardens, Bloomsbury",6,Camden,Urban Background,530123.0,182014.0,51.522287,-0.125848,1992-01-23,,2024,1992,POINT (530123.0000390525 182014.00008463825)
13,14,kcl,MS5,Marylebone Road ACSM,"Cabin opposite Madame Tussauds, Marylebone Road",650,DEFRA Black Smoke,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1997-08-12 10:00:00,,2024,1997,POINT (528125.0000384529 182016.0000846382)
469,470,kcl,MYI,Marylebone Road Increment,"Cabin opposite Madame Tussauds, Marylebo",500,ERG Research,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2014-09-24 01:00:00,,2024,2014,POINT (528125.0000384529 182016.0000846382)
372,373,kcl,MR2,Marylebone Road SMPS,"Cabin opposite Madame Tussauds, Marylebone Road",651,DEFRA Particles,Kerbside,528125.0,182016.0,51.5223667052165,-0.154699996073154,2005-05-28 01:00:00,2023-01-23,2023,2005,POINT (528125.0000384529 182016.0000846382)
18,19,kcl,MS2,Marylebone Road SMPS 3083,"Cabin opposite Madame Tussauds, Marylebone Road",651,DEFRA Particles,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2005-05-28 01:00:00,,2024,2005,POINT (528125.0000384529 182016.0000846382)
33,34,kcl,MS6,Marylebone Road Metals Digitel,"Cabin opposite Madame Tussauds, Marylebone Road",650,DEFRA Black Smoke,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1997-08-12 10:00:00,,2024,1997,POINT (528125.0000384529 182016.0000846382)
371,372,kcl,MY9,Marylebone Road - Partisol SO4,"Cabin opposite Madame Tussauds, Marylebone Road",501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2005-01-01,2022-03-15,2022,2005,POINT (528125.0000384529 182016.0000846382)
226,227,kcl,MY4,Marylebone Rd - Partisol PM10 and Magee,"Cabin opposite Madame Tussauds, Marylebone Road",501,Marylebone Road,Kerbside,528125.0,182016.0,51.5223667052165,-0.154699996073154,2000-09-07 01:00:00,,2024,2000,POINT (528125.0000384529 182016.0000846382)
224,225,kcl,MG5,Marylebone Rd - Traffic,Marylebone Rd Traffic middle lane eastbound,501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
346,347,kcl,JC1,Portable Sensor - CanariT 405,Marylebone Road trial,506,Portable sensor trials,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2012-07-01 01:00:00,,2024,2012,POINT (528125.0000384529 182016.0000846382)
227,228,kcl,MY5,Marylebone Rd - KFG and MAAP,"Cabin opposite Madame Tussauds, Marylebone Road",501,Marylebone Road,Kerbside,528125.0,182016.0,51.5223667052165,-0.154699996073154,1999-06-03 01:00:00,,2024,1999,POINT (528125.0000384529 182016.0000846382)
223,224,kcl,MG4,Marylebone Rd - Traffic,Marylebone Rd Traffic offside lane eastbound,501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
267,268,kcl,MR8,Marylebone Road - BAM,"Cabin opposite Madame Tussauds, Marylebo",33,Westminster,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2012-01-11,,2024,2012,POINT (528125.0000384529 182016.0000846382)
477,478,kcl,MR9,Marylebone Road - Fidas,"Cabin opposite Madame Tussauds, Marylebone Road",500,ERG Research,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2017-02-20,,2024,2017,POINT (528125.0000384529 182016.0000846382)
222,223,kcl,MG3,Marylebone Rd - Traffic,Marylebone Rd Traffic offside lane westbound,501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
221,222,kcl,MG2,Marylebone Rd - Traffic,Marylebone Rd Traffic middle lane westbound,501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
264,265,kcl,CO2,CO2 network,Various,500,ERG Research,Roadside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2010-01-01,,2024,2010,POINT (528125.0000384529 182016.0000846382)
112,113,kcl,MY7,Westminster - Marylebone Road FDMS,"Cabin opposite Madame Tussauds, Marylebone Road",33,Westminster,Kerbside,528125.0,182016.0,51.52254,-0.15459,2004-01-22 12:00:00,2021-12-21 08:00:00,2021,2004,POINT (528125.0000384529 182016.0000846382)
151,152,kcl,MR3,Marylebone Road Aethalometer,"Cabin opposite Madame Tussauds, Marylebone Road",650,DEFRA Black Smoke,Kerbside,528125.0,182016.0,51.5223667052165,-0.154699996073154,1997-08-12 10:00:00,2023-01-31,2023,1997,POINT (528125.0000384529 182016.0000846382)
34,35,kcl,MS7,Marylebone Road EC/OC Digitel,"Cabin opposite Madame Tussauds, Marylebone Road",650,DEFRA Black Smoke,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1997-08-12 10:00:00,,2024,1997,POINT (528125.0000384529 182016.0000846382)
5,6,kcl,MS3,Marylebone Road Aethalometer,"Cabin opposite Madame Tussauds, Marylebone Road",650,DEFRA Black Smoke,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1997-08-12 10:00:00,,2024,1997,POINT (528125.0000384529 182016.0000846382)
116,117,kcl,MY1,Westminster - Marylebone Road,"Cabin opposite Madame Tussauds, Marylebone Road",33,Westminster,Kerbside,528125.0,182016.0,51.52254,-0.15459,1997-05-26 13:00:00,,2024,1997,POINT (528125.0000384529 182016.0000846382)
396,397,kcl,MR1,Marylebone Road - CPC,"Cabin opposite Madame Tussauds, Marylebone Road",651,DEFRA Particles,Kerbside,528125.0,182016.0,51.5223667052165,-0.154699996073154,2005-05-28 01:00:00,,2024,2005,POINT (528125.0000384529 182016.0000846382)
347,348,kcl,JC2,Portable Sensor - CanariT 406,Marylebone Road trial,506,Portable sensor trials,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2012-07-01 01:00:00,,2024,2012,POINT (528125.0000384529 182016.0000846382)
457,458,kcl,MR6,Marylebone Road - URG,"Cabin opposite Madame Tussauds, Marylebone Road",651,DEFRA Particles,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,2011-01-20,2020-07-06 01:00:00,2020,2011,POINT (528125.0000384529 182016.0000846382)
225,226,kcl,MG6,Marylebone Rd - Traffic,Marylebone Rd Traffic nearside lane eastbound,501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
393,394,kcl,MG1,Marylebone Rd - Traffic,"Marylebone Rd Traffic nearside lane westbound, cabin",501,Marylebone Road,Kerbside,528125.0,182016.0,51.5225093597419,-0.154622154656843,1998-07-09 01:00:00,,2024,1998,POINT (528125.0000384529 182016.0000846382)
260,261,kcl,VVR,Vaisala Road Sensor - Regents Park,"Regents Park Tube, Marylebone Road",500,ERG Research,Kerbside,528678.0,182166.0,51.5237317623683,-0.146601055558886,2007-01-01,,2024,2007,POINT (528678.0000386188 182166.00008468266)
69,70,kcl,TH2,Tower Hamlets - Mile End Road,"Queen Mary and Westfield College, Engineering Department, corner of Bancroft and Mile End Roads",30,Tower Hamlets,Roadside,535927.0,182221.0,51.5225294860844,-0.0421550991900347,1994-03-10,,2024,1994,POINT (535927.0000407944 182221.00008470076)
134,135,kcl,HK6,Hackney - Old Street,Old Street,12,Hackney,Roadside,532947.0,182575.0,51.526454,-0.08491,2000-06-01,,2024,2000,POINT (532947.0000399 182575.00008480606)
418,419,kcl,CD9,Camden - Euston Road,Euston Road at junction with Dukes Road ,6,Camden,Roadside,529903.0,182666.0,51.527975,-0.1287742,2011-01-29,2020-07-02 01:00:00,2020,2011,POINT (529903.0000389864 182666.00008483388)
137,138,kcl,EA6,Ealing - Hanger Lane Gyratory,Hanger Lane,9,Ealing,Roadside,518537.0,182708.0,51.53085,-0.292488,2003-08-04 01:00:00,,2024,2003,POINT (518537.0000355753 182708.00008484488)
474,475,kcl,BT8,Brent - ARK Franklin Primary Academy,"ARK Franklin Primary Academy, Chamberlayne Road, London",4,Brent,Roadside,523721.0,183008.0,51.5324054617809,-0.217718908639377,2017-10-30,,2024,2017,POINT (523721.00003713113 183008.00008493522)
234,235,kcl,KX4,Camden - Coopers Lane,Coopers Lane,6,Camden,Industrial,529831.0,183250.0,51.533238,-0.129594,2009-07-01 01:00:00,2020-07-01 01:00:00,2020,2009,POINT (529831.0000389648 183250.00008500786)
394,395,kcl,BT6,Brent - John Keble Primary School,"John Keble Primary School, Crownhill Road",4,Brent,Roadside,521619.0,183554.0,51.537799,-0.247793,2006-11-01,,2024,2006,POINT (521619.0000365003 183554.00008510024)
8,9,kcl,KX8,Kings Cross - Tapestry Building,"Tapestry Building, 3 Canal Reach, London",503,Mobile sites,Urban Background,529903.0,183740.0,51.5375964796089,-0.128373685865815,2019-08-27 01:00:00,2020-02-13,2020,2019,POINT (529903.0000389864 183740.00008515513)
244,245,kcl,NM2,Newham - Cam Road,"Cam Road, Newham",25,Newham,Roadside,538661.0,183969.0,51.537598,-0.002138,1998-08-18 01:00:00,,2024,1998,POINT (538661.000041615 183969.00008522486)
380,381,kcl,CD1,Camden - Swiss Cottage,"Corner of Finchley Road and College Crescent, Swiss Cottage",6,Camden,Kerbside,526629.0,184391.0,51.544219,-0.175284,1996-04-16 14:30:00,,2024,1996,POINT (526629.0000380039 184391.00008535048)
446,447,kcl,VVG,Vaisala Road Sensor - Gutteridge Wood,"Gutteridge Wood, A40",500,ERG Research,Kerbside,509304.0,184499.0,51.548806,-0.425015,2000-01-01,,2024,2000,POINT (509304.0000328043 184499.00008538458)
261,262,kcl,XB2,Brent - Ikea,"Brent Park Ikea, Drury Way",500,ERG Research,Roadside,520866.0,185169.0,51.5524446258665,-0.258117055902041,2015-05-18 01:00:00,,2024,2015,POINT (520866.00003627426 185169.00008558406)
104,105,kcl,BT4,Brent - Ikea,"Brent Park Ikea, Drury Way",4,Brent,Roadside,520866.0,185169.0,51.552476,-0.258089,2003-06-20 07:00:00,,2024,2003,POINT (520866.00003627426 185169.00008558406)
304,305,kcl,BT0,Brent 4 - aethalometer,"Brent Park Ikea, Drury Way",500,ERG Research,Roadside,520866.0,185169.0,51.5524446258665,-0.258117055902041,2010-09-08 01:00:00,2021-09-16 01:00:00,2021,2010,POINT (520866.00003627426 185169.00008558406)
113,114,kcl,BT5,Brent - Neasden Lane,"Neasden Lane, Neasden",4,Brent,Industrial,521511.0,185204.0,51.552656,-0.248774,2004-02-29 23:00:00,,2024,2004,POINT (521511.00003646786 185204.0000855949)
386,387,kcl,IS2,Islington - Holloway Road,Holloway Road,19,Islington,Roadside,530698.0,185735.0,51.555378,-0.116146,2000-07-12 07:45:00,,2024,2000,POINT (530698.0000392251 185735.00008575356)
411,412,kcl,IS6,Islington - Arsenal,"Islington Ecology Centre, 191 Drayton Pk",19,Islington,Urban Background,531325.0,186032.0,51.557895,-0.106989,2007-03-14,,2024,2007,POINT (531325.0000394132 186032.00008584285)
467,468,kcl,RB7,Redbridge - Ley Street,"Ley Street Depot, Ley Street, Ilford",26,Redbridge,Urban Background,544454.0,187682.0,51.5694843315237,0.0829074748964946,2014-05-15 01:00:00,,2024,2014,POINT (544454.0000433535 187682.00008633756)
121,122,kcl,RB4,Redbridge - Gardner Close,Gardner Close,26,Redbridge,Roadside,540823.0,188369.0,51.57661,0.030858,1999-11-21 13:00:00,,2024,1999,POINT (540823.0000422638 188369.00008654548)
118,119,kcl,HG4,Haringey  - Priory Park South,"Service Yard, Priory Park, Barrington Rd",14,Haringey,Urban Background,529977.0,188903.0,51.5839769007709,-0.125400278484885,2012-10-25 01:00:00,,2024,2012,POINT (529977.0000390087 188903.00008670508)
136,137,kcl,HR2,Harrow - Pinner Road,"Pinner Road, North Harrow",15,Harrow,Roadside,513504.0,188998.0,51.588417,-0.362989,2003-06-16 01:00:00,2023-07-31 01:00:00,2023,2003,POINT (513504.00003406487 188998.00008673355)
133,134,kcl,HG1,Haringey - Haringey Town Hall,"Env. Services Dept, Haringey Council Offices, High Road (A10)",14,Haringey,Roadside,533891.0,190707.0,51.599302,-0.068218,1994-11-29 12:00:00,,2024,1994,POINT (533891.0000401833 190707.00008724694)
114,115,kcl,EN5,Enfield - Bowes Primary School,"Bowes Primary School, A406, Bowes Road",10,Enfield,Roadside,529894.0,192223.0,51.613865,-0.125338,2004-07-01 01:00:00,,2024,2004,POINT (529894.0000389838 192223.00008770032)
135,136,kcl,HR1,Harrow - Stanmore,"Harrow - Aylward School, Stanmore",15,Harrow,Urban Background,517877.0,192314.0,51.617327,-0.298775,1999-04-10 11:00:00,2023-08-14 01:00:00,2023,1999,POINT (517877.0000353772 192314.0000877289)
127,128,kcl,EN4,Enfield - Derby Road,Derby Road,10,Enfield,Roadside,535056.0,192470.0,51.614864007,-0.0507658363689,2000-02-29 09:15:00,,2024,2000,POINT (535056.000040533 192470.00008777675)
126,127,kcl,EN1,Enfield - Bush Hill Park,"Bushill Library, Main Avenue",10,Enfield,Suburban,533900.0,195800.0,51.6450367266602,-0.0661800662229116,1995-06-29 09:00:00,,2024,1995,POINT (533900.000040186 195800.00008877384)
140,141,kcl,EN6,Enfield Black Smoke (ENFIELD 14),Enfield,650,DEFRA Black Smoke,Urban Background,533800.0,195800.0,51.6450605072535,-0.0676244512720117,1961-04-04 01:00:00,,2024,1961,POINT (533800.0000401561 195800.0000887746)
420,421,kcl,EN7,Enfield - Prince of Wales School,"Salisbury Road, Enfield",10,Enfield,Urban Background,536885.0,198507.0,51.66864334727,-0.02200720557,2012-07-09 01:00:00,,2024,2012,POINT (536885.0000410819 198507.000089587)
215,216,kcl,LH4,T5 - Main Road,"Main Road Nurseries, Stanwell Moor Road, Stanwell Moor",500,ERG Research,Urban Background,504780.0,175510.0,51.4688402823145,-0.492903218854378,2001-05-04 13:00:00,,2024,2001,POINT (504780.0000314466 175510.00008268474)
217,218,kcl,LH6,T5 - Bedfont,"Bedfont Court, Spout Lane N., Stanwell Moor",500,ERG Research,Urban Background,504466.0,175794.0,51.471450973644,-0.49733825602615,2001-06-01 01:00:00,,2024,2001,POINT (504466.0000313523 175794.00008277048)
216,217,kcl,LH5,T5 - Moorbridge,"Bath Road, Colnbrook",500,ERG Research,Urban Background,504393.0,176591.0,51.4786281703209,-0.498153653355923,2001-06-01 01:00:00,,2024,2001,POINT (504393.0000313304 176591.0000830097)
152,153,kcl,LH1,UKMO Heathrow Airport,"Heathrow Airport, Harlington",500,ERG Research,Urban Background,507600.0,176700.0,51.4790076192899,-0.451958197008976,1947-01-01,,2024,1947,POINT (507600.0000322929 176700.00008304277)
219,220,kcl,LH8,T5 - Green Gates,"Green Gates Meadow, Bath Road, Longford",500,ERG Research,Urban Background,505185.0,176922.0,51.4814567539738,-0.486654812244341,2001-06-01 01:00:00,,2024,2001,POINT (505185.00003156805 176922.00008310884)
360,361,kcl,LH0,Hillingdon - Harlington,"Heathrow Airport, Harlington",17,Hillingdon,Urban Background,508300.0,177800.0,51.48878,-0.441627,2004-01-01,,2024,2004,POINT (508300.0000325029 177800.00008337398)
362,363,kcl,HI0,Hillingdon - Keats Way,West Drayton,17,Hillingdon,Suburban,506945.0,178609.0,51.496309,-0.460826,1996-08-02 01:00:00,,2024,1996,POINT (506945.0000320963 178609.0000836164)
